,0,1
595,7851.18,1570422600000.0
596,7836.3,1570423500000.0
597,7832.57,1570424400000.0
598,7812.35,1570425300000.0
599,7828.49,1570426200000.0
600,7835.49,1570427100000.0
601,7832.61,1570428000000.0
602,7811.36,1570428900000.0
603,7812.72,1570429800000.0
604,7824.78,1570430700000.0
605,7855.67,1570431600000.0
606,7857.41,1570432500000.0
607,7854.51,1570433400000.0
608,7864.11,1570434300000.0
609,7925.03,1570435200000.0
610,7901.83,1570436100000.0
611,7897.7,1570437000000.0
612,7879.64,1570437900000.0
613,7875.72,1570438800000.0
614,7894.75,1570439700000.0
615,7927.2,1570440600000.0
616,7917.0,1570441500000.0
617,7991.05,1570442400000.0
618,7993.72,1570443300000.0
619,7980.35,1570444200000.0
620,7995.59,1570445100000.0
621,8000.7,1570446000000.0
622,8018.81,1570446900000.0
623,8020.11,1570447800000.0
624,7994.24,1570448700000.0
625,8007.39,1570449600000.0
626,8023.69,1570450500000.0
627,8119.46,1570451400000.0
628,8103.73,1570452300000.0
629,8136.02,1570453200000.0
630,8154.16,1570454100000.0
631,8142.53,1570455000000.0
632,8149.16,1570455900000.0
633,8143.42,1570456800000.0
634,8127.7,1570457700000.0
635,8129.94,1570458600000.0
636,8153.62,1570459500000.0
637,8181.4,1570460400000.0
638,8156.46,1570461300000.0
639,8164.95,1570462200000.0
640,8170.8,1570463100000.0
641,8147.7,1570464000000.0
642,8167.38,1570464900000.0
643,8200.27,1570465800000.0
644,8246.57,1570466700000.0
645,8228.91,1570467600000.0
646,8239.26,1570468500000.0
647,8236.1,1570469400000.0
648,8273.09,1570470300000.0
649,8282.11,1570471200000.0
650,8250.0,1570472100000.0
651,8222.31,1570473000000.0
652,8233.52,1570473900000.0
653,8220.22,1570474800000.0
654,8221.42,1570475700000.0
655,8231.21,1570476600000.0
656,8214.86,1570477500000.0
657,8235.26,1570478400000.0
658,8221.42,1570479300000.0
659,8187.77,1570480200000.0
660,8187.64,1570481100000.0
661,8207.73,1570482000000.0
662,8193.9,1570482900000.0
663,8189.16,1570483800000.0
664,8190.31,1570484700000.0
665,8206.39,1570485600000.0
666,8208.76,1570486500000.0
667,8209.66,1570487400000.0
668,8235.36,1570488300000.0
669,8250.13,1570489200000.0
670,8220.61,1570490100000.0
671,8196.01,1570491000000.0
672,8191.94,1570491900000.0
673,8212.64,1570492800000.0
674,8221.86,1570493700000.0
675,8196.67,1570494600000.0
676,8227.41,1570495500000.0
677,8228.98,1570496400000.0
678,8225.71,1570497300000.0
679,8259.68,1570498200000.0
680,8274.13,1570499100000.0
681,8313.56,1570500000000.0
682,8297.77,1570500900000.0
683,8271.03,1570501800000.0
684,8265.5,1570502700000.0
685,8257.69,1570503600000.0
686,8256.72,1570504500000.0
687,8263.72,1570505400000.0
688,8261.09,1570506300000.0
689,8277.59,1570507200000.0
690,8254.61,1570508100000.0
691,8230.71,1570509000000.0
692,8226.81,1570509900000.0
693,8221.7,1570510800000.0
694,8215.06,1570511700000.0
695,8224.84,1570512600000.0
696,8243.38,1570513500000.0
697,8242.15,1570514400000.0
698,8233.36,1570515300000.0
699,8240.52,1570516200000.0
700,8236.14,1570517100000.0
701,8221.48,1570518000000.0
702,8222.46,1570518900000.0
703,8220.75,1570519800000.0
704,8201.96,1570520700000.0
705,8167.71,1570521600000.0
706,8153.22,1570522500000.0
707,8158.67,1570523400000.0
708,8164.59,1570524300000.0
709,8161.75,1570525200000.0
710,8156.21,1570526100000.0
711,8162.41,1570527000000.0
712,8166.06,1570527900000.0
713,8199.69,1570528800000.0
714,8188.93,1570529700000.0
715,8162.58,1570530600000.0
716,8162.39,1570531500000.0
717,8186.25,1570532400000.0
718,8193.89,1570533300000.0
719,8178.06,1570534200000.0
720,8177.93,1570535100000.0
721,8168.87,1570536000000.0
722,8185.43,1570536900000.0
723,8200.03,1570537800000.0
724,8221.73,1570538700000.0
725,8232.24,1570539600000.0
726,8201.25,1570540500000.0
727,8203.65,1570541400000.0
728,8201.48,1570542300000.0
729,8174.16,1570543200000.0
730,8192.1,1570544100000.0
731,8180.55,1570545000000.0
732,8192.84,1570545900000.0
733,8213.6,1570546800000.0
734,8201.94,1570547700000.0
735,8178.82,1570548600000.0
736,8181.75,1570549500000.0
737,8194.42,1570550400000.0
738,8186.04,1570551300000.0
739,8166.15,1570552200000.0
740,8177.31,1570553100000.0
741,8176.49,1570554000000.0
742,8175.11,1570554900000.0
743,8177.42,1570555800000.0
744,8171.54,1570556700000.0
745,8164.52,1570557600000.0
746,8167.46,1570558500000.0
747,8181.09,1570559400000.0
748,8185.63,1570560300000.0
749,8189.75,1570561200000.0
750,8174.55,1570562100000.0
751,8176.72,1570563000000.0
752,8166.27,1570563900000.0
753,8183.59,1570564800000.0
754,8156.61,1570565700000.0
755,8127.47,1570566600000.0
756,8129.99,1570567500000.0
757,8139.92,1570568400000.0
758,8143.43,1570569300000.0
759,8155.28,1570570200000.0
760,8162.87,1570571100000.0
761,8178.35,1570572000000.0
762,8174.42,1570572900000.0
763,8194.45,1570573800000.0
764,8195.22,1570574700000.0
765,8187.72,1570575600000.0
766,8175.25,1570576500000.0
767,8195.68,1570577400000.0
768,8180.7,1570578300000.0
769,8200.72,1570579200000.0
770,8194.1,1570580100000.0
771,8171.33,1570581000000.0
772,8181.42,1570581900000.0
773,8181.48,1570582800000.0
774,8173.0,1570583700000.0
775,8169.61,1570584600000.0
776,8168.63,1570585500000.0
777,8161.4,1570586400000.0
778,8150.39,1570587300000.0
779,8147.01,1570588200000.0
780,8158.49,1570589100000.0
781,8147.19,1570590000000.0
782,8147.22,1570590900000.0
783,8145.94,1570591800000.0
784,8120.44,1570592700000.0
785,8139.19,1570593600000.0
786,8127.26,1570594500000.0
787,8120.91,1570595400000.0
788,8132.06,1570596300000.0
789,8132.24,1570597200000.0
790,8140.71,1570598100000.0
791,8152.73,1570599000000.0
792,8147.69,1570599900000.0
793,8134.93,1570600800000.0
794,8150.58,1570601700000.0
795,8151.28,1570602600000.0
796,8146.16,1570603500000.0
797,8151.55,1570604400000.0
798,8171.73,1570605300000.0
799,8174.98,1570606200000.0
800,8174.68,1570607100000.0
801,8165.14,1570608000000.0
802,8172.29,1570608900000.0
803,8173.21,1570609800000.0
804,8186.93,1570610700000.0
805,8208.52,1570611600000.0
806,8196.74,1570612500000.0
807,8186.28,1570613400000.0
808,8188.38,1570614300000.0
809,8208.35,1570615200000.0
810,8217.83,1570616100000.0
811,8206.69,1570617000000.0
812,8209.63,1570617900000.0
813,8174.93,1570618800000.0
814,8184.12,1570619700000.0
815,8176.16,1570620600000.0
816,8187.41,1570621500000.0
817,8184.69,1570622400000.0
818,8168.37,1570623300000.0
819,8167.5,1570624200000.0
820,8165.19,1570625100000.0
821,8176.04,1570626000000.0
822,8181.66,1570626900000.0
823,8179.65,1570627800000.0
824,8239.34,1570628700000.0
825,8269.28,1570629600000.0
826,8391.6,1570630500000.0
827,8396.0,1570631400000.0
828,8434.88,1570632300000.0
829,8454.48,1570633200000.0
830,8596.2,1570634100000.0
831,8550.14,1570635000000.0
832,8549.5,1570635900000.0
833,8534.67,1570636800000.0
834,8576.43,1570637700000.0
835,8583.61,1570638600000.0
836,8572.29,1570639500000.0
837,8575.35,1570640400000.0
838,8578.99,1570641300000.0
839,8582.56,1570642200000.0
840,8617.67,1570643100000.0
841,8625.1,1570644000000.0
842,8588.67,1570644900000.0
843,8595.54,1570645800000.0
844,8591.08,1570646700000.0
845,8573.84,1570647600000.0
846,8580.36,1570648500000.0
847,8580.15,1570649400000.0
848,8577.04,1570650300000.0
849,8581.79,1570651200000.0
850,8588.33,1570652100000.0
851,8604.56,1570653000000.0
852,8564.54,1570653900000.0
853,8571.92,1570654800000.0
854,8576.36,1570655700000.0
855,8547.87,1570656600000.0
856,8544.54,1570657500000.0
857,8589.56,1570658400000.0
858,8597.76,1570659300000.0
859,8575.73,1570660200000.0
860,8564.44,1570661100000.0
861,8588.84,1570662000000.0
862,8584.35,1570662900000.0
863,8573.74,1570663800000.0
864,8570.8,1570664700000.0
865,8584.18,1570665600000.0
866,8562.6,1570666500000.0
867,8570.33,1570667400000.0
868,8554.45,1570668300000.0
869,8538.98,1570669200000.0
870,8561.96,1570670100000.0
871,8546.38,1570671000000.0
872,8543.0,1570671900000.0
873,8525.99,1570672800000.0
874,8521.67,1570673700000.0
875,8535.29,1570674600000.0
876,8540.02,1570675500000.0
877,8558.13,1570676400000.0
878,8558.39,1570677300000.0
879,8550.59,1570678200000.0
880,8546.58,1570679100000.0
881,8559.43,1570680000000.0
882,8571.04,1570680900000.0
883,8566.83,1570681800000.0
884,8565.26,1570682700000.0
885,8560.24,1570683600000.0
886,8571.48,1570684500000.0
887,8557.62,1570685400000.0
888,8550.03,1570686300000.0
889,8546.88,1570687200000.0
890,8564.81,1570688100000.0
891,8577.13,1570689000000.0
892,8591.49,1570689900000.0
893,8574.76,1570690800000.0
894,8588.36,1570691700000.0
895,8626.41,1570692600000.0
896,8606.92,1570693500000.0
897,8593.47,1570694400000.0
898,8579.58,1570695300000.0
899,8547.51,1570696200000.0
900,8556.42,1570697100000.0
901,8544.44,1570698000000.0
902,8556.51,1570698900000.0
903,8510.9,1570699800000.0
904,8518.86,1570700700000.0
905,8497.63,1570701600000.0
906,8514.05,1570702500000.0
907,8501.63,1570703400000.0
908,8505.8,1570704300000.0
909,8514.45,1570705200000.0
910,8520.75,1570706100000.0
911,8525.81,1570707000000.0
912,8528.77,1570707900000.0
913,8502.21,1570708800000.0
914,8503.88,1570709700000.0
915,8452.32,1570710600000.0
916,8470.55,1570711500000.0
917,8455.54,1570712400000.0
918,8444.01,1570713300000.0
919,8484.38,1570714200000.0
920,8490.48,1570715100000.0
921,8500.67,1570716000000.0
922,8492.71,1570716900000.0
923,8467.44,1570717800000.0
924,8490.02,1570718700000.0
925,8475.87,1570719600000.0
926,8513.32,1570720500000.0
927,8516.99,1570721400000.0
928,8541.37,1570722300000.0
929,8558.54,1570723200000.0
930,8532.51,1570724100000.0
931,8519.28,1570725000000.0
